Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,209,SUV - SMALL_X_M5_medium,4276,130845600.0
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,X,173,SUV - SMALL_X_AV6_medium,4393,134425800.0
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,294,SUV - STANDARD_X_AS5_xlarge,2536,135422400.0
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,294,SUV - STANDARD_X_AS5_xlarge,2278,121645200.0
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,221,MID-SIZE_X_AS6_large,3769,147556350.0
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,193,MID-SIZE_X_AS6_medium,4090,134356500.0
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,218,MID-SIZE_X_AS6_large,3476,136085400.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,131,MID-SIZE_X_AV_medium,4655,152916750.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,136,MID-SIZE_X_AV_medium,4106,134882100.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,175,MID-SIZE_X_A4_medium,4013,119186100.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,163,MID-SIZE_X_AV7_medium,4102,121829400.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,168,MID-SIZE_X_AV_medium,4392,130442400.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,170,MID-SIZE_X_M6_medium,4772,141728400.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,159,MID-SIZE_X_AV_medium,4993,148292100.0
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,246,SUV - SMALL_X_AS6_large,3810,128587500.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,255,SUV - SMALL_X_AS6_large,3446,134910900.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,267,SUV - STANDARD_X_AS6_large,2202,112632300.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,196,SUV - STANDARD_X_AV6_large,3056,156314400.0
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,193,SUV - STANDARD_X_AV6_large,3018,154370700.0
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,108,MID-SIZE_X_AV_medium,4729,140451300.0
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,110,COMPACT_X_AV_small,5332,151162200.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,129,STATION WAGON - MID-SIZE_X_AV_medium,3641,108137700.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,218,SUV - SMALL_X_AS6_medium,3454,113463900.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,205,SUV - SMALL_X_AS6_medium,4256,139809600.0
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,221,SUV - SMALL_X_AS6_medium,3653,120001050.0
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,382,SUV - STANDARD_X_AS6_performance,1396,87738600.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,262,MINIVAN_X_AS6_large,3124,122304600.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,288,MINIVAN_X_AS6_large,2184,85503600.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,258,PICKUP TRUCK - SMALL_X_A4_large,2138,72157500.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,242,PICKUP TRUCK - SMALL_X_M5_large,2814,94972500.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,283,PICKUP TRUCK - SMALL_X_A4_large,2865,96693750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,283,PICKUP TRUCK - SMALL_X_M5_large,3080,103950000.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,308,PICKUP TRUCK - SMALL_X_A5_xlarge,1829,75720600.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,350,PICKUP TRUCK - STANDARD_X_AS6_performance,1587,80698950.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,382,PICKUP TRUCK - STANDARD_X_AS6_performance,1121,57002850.0
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,239,SUV - SMALL_X_AS6_large,3688,124470000.0
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,251,SUV - SMALL_X_AS6_large,4019,157343850.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,242,SUV - SMALL_X_AS6_large,3311,111746250.0
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,260,SUV - SMALL_X_AS6_large,3339,130721850.0
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,168,COMPACT_X_A4_small,4934,139878900.0
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,163,COMPACT_X_M5_small,5136,145605600.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,196,COMPACT_X_AS6_medium,4508,133887600.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AM6,Z,209,COMPACT_Z_AM6_medium,4047,138002700.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,Z,212,COMPACT_Z_M6_medium,3846,131148600.0
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,AM6,D,183,COMPACT_D_AM6_medium,4541,150307100.0
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,M6,D,184,COMPACT_D_M6_medium,4378,144911800.0
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,200,SUBCOMPACT_X_AS6_medium,4045,120136500.0
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,AM6,Z,216,SUBCOMPACT_Z_AM6_medium,3327,113450700.0
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,M6,Z,212,SUBCOMPACT_Z_M6_medium,3545,120884500.0
VOLKSWAGEN,CC,COMPACT,2.0,4,AM6,Z,214,COMPACT_Z_AM6_medium,3919,133637900.0
VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,221,COMPACT_Z_M6_medium,4146,141378600.0
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,271,COMPACT_Z_AS6_xlarge,3014,129903400.0
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,AM6,Z,219,SUBCOMPACT_Z_AM6_medium,2953,100697300.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,186,COMPACT_X_AS6_medium,4895,145381500.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,184,COMPACT_X_M5_medium,4372,129848400.0
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4,AM6,D,177,COMPACT_D_AM6_medium,4367,144547700.0
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4,M6,D,178,COMPACT_D_M6_medium,4372,144713200.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Z,196,COMPACT_Z_AM6_medium,4428,150994800.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,Z,191,COMPACT_Z_M6_medium,3595,122589500.0
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,AS6,X,193,STATION WAGON - SMALL_X_AS6_medium,4356,129373200.0
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,189,STATION WAGON - SMALL_X_M5_medium,3866,114820200.0
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,AM6,D,180,STATION WAGON - SMALL_D_AM6_medium,3620,119822000.0
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,179,STATION WAGON - SMALL_D_M6_medium,3558,117769800.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,182,COMPACT_X_AS6_medium,4689,139263300.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,184,COMPACT_X_M5_medium,4729,140451300.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,X,205,COMPACT_X_AS6_medium,4515,138159000.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,193,COMPACT_X_M5_medium,4608,141004800.0
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,AM6,D,175,COMPACT_D_AM6_medium,4571,151300100.0
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,M6,D,176,COMPACT_D_M6_medium,4490,148619000.0
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,AM6,Z,202,COMPACT_Z_AM6_medium,3994,136195400.0
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,M6,Z,205,COMPACT_Z_M6_medium,3957,134933700.0
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,122,COMPACT_Z_AM7_small,5141,161427400.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,191,MID-SIZE_X_AS6_medium,4302,127769400.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,193,MID-SIZE_X_M5_medium,3401,101009700.0
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4,AM6,D,185,MID-SIZE_D_AM6_medium,4247,140575700.0
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4,M6,D,182,MID-SIZE_D_M6_medium,4158,137629800.0
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Z,239,MID-SIZE_Z_AM6_xlarge,3029,130549900.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,242,SUV - SMALL_Z_AS6_medium,3428,116894800.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,258,SUV - SMALL_Z_M6_medium,3671,125181100.0
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS6,Z,246,SUV - SMALL_Z_AS6_medium,3728,127124800.0
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,292,SUV - STANDARD_Z_AS8_xlarge,2056,113285600.0
VOLVO,S60 POLESTAR AWD,COMPACT,3.0,6,AS6,X,253,COMPACT_X_AS6_large,3695,136345500.0
VOLVO,S60 T5 ,COMPACT,2.0,4,AS8,X,193,COMPACT_X_AS8_medium,4226,129315600.0
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,232,COMPACT_X_AS6_medium,3599,121466250.0
VOLVO,S60 T6   ,COMPACT,2.0,4,AS8,Z,205,COMPACT_Z_AS8_medium,3849,131250900.0
VOLVO,S60 T6 AWD,COMPACT,3.0,6,AS6,X,258,COMPACT_X_AS6_large,3760,138744000.0
VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,X,193,MID-SIZE_X_AS8_medium,4335,132651000.0
VOLVO,S80 T6 AWD,MID-SIZE,3.0,6,AS6,X,258,MID-SIZE_X_AS6_large,3378,124648200.0
VOLVO,V60 CC,SUV - SMALL,2.0,4,AS8,X,202,SUV - SMALL_X_AS8_medium,4381,134058600.0
VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,AS6,X,237,SUV - SMALL_X_AS6_medium,3863,130376250.0
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3.0,6,AS6,X,253,STATION WAGON - SMALL_X_AS6_large,2684,99039600.0
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,X,193,STATION WAGON - SMALL_X_AS8_medium,3646,111567600.0
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,232,STATION WAGON - SMALL_X_AS6_medium,3323,112151250.0
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3.0,6,AS6,X,258,STATION WAGON - SMALL_X_AS6_large,2995,110515500.0
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,264,SUV - SMALL_X_AS6_large,3598,136004400.0
VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,X,202,SUV - SMALL_X_AS8_medium,4377,133936200.0
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,262,SUV - SMALL_X_AS6_medium,3592,121230000.0
VOLVO,XC60 T6  ,SUV - SMALL,2.0,4,AS8,Z,216,SUV - SMALL_Z_AS8_medium,4013,136843300.0
VOLVO,XC60 T6 AWD,SUV - SMALL,3.0,6,AS6,X,274,SUV - SMALL_X_AS6_large,3243,119666700.0
VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,260,SUV - SMALL_X_AS6_large,3117,117822600.0
VOLVO,XC70 T5,SUV - SMALL,2.0,4,AS8,X,202,SUV - SMALL_X_AS8_medium,4159,127265400.0
VOLVO,XC70 T6 AWD,SUV - SMALL,3.0,6,AS6,X,274,SUV - SMALL_X_AS6_large,3064,113061600.0
ACURA,ILX,COMPACT,2.4,4,AM8,Z,189,COMPACT_Z_AM8_medium,3898,139938200.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,254,SUV - SMALL_Z_AS9_large,3028,129144200.0
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,251,SUV - SMALL_Z_AS9_large,2891,123301150.0
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,249,SUV - SMALL_Z_AS6_large,3029,129186850.0
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,235,MID-SIZE_Z_AS6_large,2611,111359150.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,180,MID-SIZE_Z_AM7_large,3583,152814950.0
ACURA,TLX,COMPACT,2.4,4,AM8,Z,196,COMPACT_Z_AM8_medium,4006,143815400.0
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,226,COMPACT_Z_AS9_large,3240,138186000.0
ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,197,TWO-SEATER_Z_AM6_medium,2051,92705200.0
ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,365,MINICOMPACT_Z_A6_performance,988,69999800.0
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,332,SUBCOMPACT_Z_A8_performance,1155,68491500.0
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,346,MINICOMPACT_Z_A8_performance,637,45418100.0
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,AM7,Z,343,TWO-SEATER_Z_AM7_xlarge,768,47500800.0
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,362,TWO-SEATER_Z_M6_xlarge,649,40140650.0
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,343,TWO-SEATER_Z_AM7_xlarge,1168,72240800.0
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M6,Z,362,TWO-SEATER_Z_M6_xlarge,835,51644750.0
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,343,TWO-SEATER_Z_AM7_xlarge,894,55293900.0
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,362,TWO-SEATER_Z_M6_xlarge,383,23688550.0
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,390,TWO-SEATER_Z_AM7_performance,740,52762000.0
AUDI,A3,SUBCOMPACT,1.8,4,AM6,X,204,SUBCOMPACT_X_AM6_medium,3546,105316200.0
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,X,201,SUBCOMPACT_X_AM6_medium,3858,118054800.0
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,208,SUBCOMPACT_X_AM6_medium,3854,117932400.0
AUDI,A4,COMPACT,2.0,4,AV8,Z,212,COMPACT_Z_AV8_medium,4284,146084400.0
AUDI,A4 QUATTRO,COMPACT,2.0,4,AS8,Z,224,COMPACT_Z_AS8_medium,3510,119691000.0
AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,214,COMPACT_Z_M6_medium,3171,108131100.0
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,232,STATION WAGON - SMALL_Z_AS8_medium,3028,103254800.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,224,SUBCOMPACT_Z_AS8_medium,3808,129852800.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,M6,Z,214,SUBCOMPACT_Z_M6_medium,3745,127704500.0
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,230,SUBCOMPACT_Z_AS8_medium,3364,114712400.0
AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,211,MID-SIZE_Z_AS8_medium,3500,119350000.0
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,232,MID-SIZE_Z_AS8_large,3402,137440800.0
AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,213,MID-SIZE_D_AS8_large,3329,131162600.0
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,232,MID-SIZE_Z_AS8_large,3319,134087600.0
AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,213,MID-SIZE_D_AS8_large,3699,145740600.0
AUDI,A8 QUATTRO,MID-SIZE,3.0,6,AS8,Z,247,MID-SIZE_Z_AS8_large,3344,135097600.0
AUDI,A8 QUATTRO,MID-SIZE,4.0,8,AS8,Z,249,MID-SIZE_Z_AS8_xlarge,3499,163403300.0
AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,224,MID-SIZE_D_AS8_large,3576,140894400.0
AUDI,A8L QUATTRO,FULL-SIZE,4.0,8,AS8,Z,255,FULL-SIZE_Z_AS8_xlarge,2006,117752200.0
AUDI,A8L QUATTRO,FULL-SIZE,6.3,12,AS8,Z,344,FULL-SIZE_Z_AS8_performance,1137,82603050.0
AUDI,Q3,COMPACT,2.0,4,AS6,Z,242,COMPACT_Z_AS6_medium,3236,110347600.0
AUDI,Q3 QUATTRO,COMPACT,2.0,4,AS6,Z,240,COMPACT_Z_AS6_medium,3523,120134300.0
AUDI,Q5 QUATTRO,SUV - SMALL,2.0,4,AS8,Z,244,SUV - SMALL_Z_AS8_medium,3406,116144600.0
AUDI,Q5 QUATTRO,SUV - SMALL,3.0,6,AS8,Z,267,SUV - SMALL_Z_AS8_large,2918,117887200.0
AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3.0,6,AS8,D,244,SUV - SMALL_D_AS8_large,3493,137624200.0
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2.0,4,AS8,Z,209,SUV - SMALL_Z_AS8_medium,3599,122725900.0
AUDI,RS 7 QUATTRO,MID-SIZE,4.0,8,AS8,Z,313,MID-SIZE_Z_AS8_xlarge,2571,120065700.0
AUDI,S3 QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,211,SUBCOMPACT_Z_AM6_medium,3458,117917800.0
AUDI,S4 QUATTRO,COMPACT,3.0,6,AM7,Z,257,COMPACT_Z_AM7_large,3268,132027200.0
AUDI,S4 QUATTRO,COMPACT,3.0,6,M6,Z,273,COMPACT_Z_M6_large,3047,123098800.0
AUDI,S5 QUATTRO,SUBCOMPACT,3.0,6,AM7,Z,257,SUBCOMPACT_Z_AM7_large,2900,117160000.0
AUDI,S5 QUATTRO,SUBCOMPACT,3.0,6,M6,Z,273,SUBCOMPACT_Z_M6_large,2944,118937600.0
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3.0,6,AM7,Z,266,SUBCOMPACT_Z_AM7_large,2575,104030000.0
AUDI,S6 QUATTRO,MID-SIZE,4.0,8,AM7,Z,263,MID-SIZE_Z_AM7_xlarge,2531,118197700.0
AUDI,S7 QUATTRO,MID-SIZE,4.0,8,AM7,Z,265,MID-SIZE_Z_AM7_xlarge,2604,121606800.0
AUDI,S8 QUATTRO,MID-SIZE,4.0,8,AS8,Z,300,MID-SIZE_Z_AS8_xlarge,2060,96202000.0
AUDI,SQ5 QUATTRO,SUV - SMALL,3.0,6,AS8,Z,285,SUV - SMALL_Z_AS8_large,2692,108756800.0
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,X,209,SUBCOMPACT_X_AM6_medium,3657,111904200.0
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,X,209,TWO-SEATER_X_AM6_medium,2196,93549600.0
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,222,SUBCOMPACT_Z_AM6_medium,3439,117269900.0
BENTLEY,CONTINENTAL GT,COMPACT,6.0,12,AS8,Z,360,COMPACT_Z_AS8_performance,1581,93753300.0
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6.0,12,AS8,Z,375,SUBCOMPACT_Z_AS8_performance,1438,85273400.0
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,408,MID-SIZE_Z_AS8_performance,978,57995400.0
BMW,228i,SUBCOMPACT,2.0,4,AS8,Z,197,SUBCOMPACT_Z_AS8_medium,3664,124942400.0
BMW,228i,SUBCOMPACT,2.0,4,M6,Z,211,SUBCOMPACT_Z_M6_medium,3432,117031200.0
BMW,228i xDRIVE,SUBCOMPACT,2.0,4,AS8,Z,207,SUBCOMPACT_Z_AS8_medium,3556,121259600.0
BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,209,SUBCOMPACT_Z_AS8_medium,3328,113484800.0
BMW,320i,COMPACT,2.0,4,AS8,Z,197,COMPACT_Z_AS8_medium,3466,118190600.0
BMW,320i,COMPACT,2.0,4,M6,Z,211,COMPACT_Z_M6_medium,3919,133637900.0
BMW,320i xDRIVE,COMPACT,2.0,4,AS8,Z,207,COMPACT_Z_AS8_medium,4343,148096300.0
BMW,328d xDRIVE,COMPACT,2.0,4,AS8,D,183,COMPACT_D_AS8_medium,4705,155735500.0
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,D,183,STATION WAGON - SMALL_D_AS8_medium,3783,125217300.0
BMW,328i xDRIVE,COMPACT,2.0,4,AS8,Z,209,COMPACT_Z_AS8_medium,4279,145913900.0
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,209,FULL-SIZE_Z_AS8_medium,2834,130647400.0
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,209,STATION WAGON - SMALL_Z_AS8_medium,3192,108847200.0
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,238,FULL-SIZE_Z_AS8_large,2281,119524400.0
BMW,340i,COMPACT,3.0,6,AS8,Z,217,COMPACT_Z_AS8_large,3544,143177600.0
BMW,340i,COMPACT,3.0,6,M6,Z,231,COMPACT_Z_M6_large,3654,147621600.0
BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Z,216,COMPACT_Z_AS8_large,3933,158893200.0
BMW,340i xDRIVE,COMPACT,3.0,6,M6,Z,241,COMPACT_Z_M6_large,3376,136390400.0
BMW,428i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,211,SUBCOMPACT_Z_AS8_medium,3346,114098600.0
BMW,428i COUPE,COMPACT,2.0,4,AS8,Z,197,COMPACT_Z_AS8_medium,4076,138991600.0
BMW,428i COUPE,COMPACT,2.0,4,M6,Z,211,COMPACT_Z_M6_medium,4103,139912300.0
BMW,428i GRAN COUPE,COMPACT,2.0,4,AS8,Z,211,COMPACT_Z_AS8_medium,3591,122453100.0
BMW,428i GRAN COUPE,COMPACT,2.0,4,M6,Z,210,COMPACT_Z_M6_medium,3387,115496700.0
BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,221,SUBCOMPACT_Z_AS8_medium,3243,110586300.0
BMW,428i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,209,COMPACT_Z_AS8_medium,3665,124976500.0
BMW,428i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,209,COMPACT_Z_AS8_medium,3843,131046300.0
BMW,435i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,232,SUBCOMPACT_Z_AS8_large,3018,121927200.0
BMW,435i COUPE,COMPACT,3.0,6,AS8,Z,232,COMPACT_Z_AS8_large,3378,136471200.0
BMW,435i COUPE,COMPACT,3.0,6,M6,Z,246,COMPACT_Z_M6_large,3730,150692000.0
BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,238,SUBCOMPACT_Z_AS8_large,3090,124836000.0
BMW,435i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,238,COMPACT_Z_AS8_large,3513,141925200.0
BMW,435i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,247,COMPACT_Z_M6_large,3514,141965600.0
BMW,435i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,238,COMPACT_Z_AS8_large,3153,127381200.0
BMW,528i xDRIVE,MID-SIZE,2.0,4,AS8,Z,209,MID-SIZE_Z_AS8_medium,3899,132955900.0
BMW,535d xDRIVE,MID-SIZE,3.0,6,AS8,D,212,MID-SIZE_D_AS8_large,3562,140342800.0
BMW,535i xDRIVE,MID-SIZE,3.0,6,AS8,Z,238,MID-SIZE_Z_AS8_large,3319,134087600.0
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,263,FULL-SIZE_Z_AS8_large,2011,105376400.0
BMW,550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,288,MID-SIZE_Z_AS8_xlarge,2032,98552000.0
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Z,283,FULL-SIZE_Z_AS8_xlarge,2106,127413000.0
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,238,SUBCOMPACT_Z_AS8_large,3102,125320800.0
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,238,COMPACT_Z_AS8_large,3212,129764800.0
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,283,SUBCOMPACT_Z_AS8_xlarge,2132,103402000.0
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,288,COMPACT_Z_AS8_xlarge,2922,141717000.0
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,283,COMPACT_Z_AS8_xlarge,2388,115818000.0
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,283,FULL-SIZE_Z_AS8_xlarge,2312,139876000.0
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,283,FULL-SIZE_Z_AS8_xlarge,1677,101458500.0
BMW,ACTIVEHYBRID 5,MID-SIZE,3.0,6,AS8,Z,219,MID-SIZE_Z_AS8_large,3465,139986000.0
